submit_time,start_time,end_time,run_time,wait_time
33,33,34,1,0
33,33,34,1,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,34,35,1,1
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,34,35,1,1
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,34,35,1,1
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,35,2,0
33,33,36,3,0
33,33,35,2,0
33,33,36,3,0
33,33,36,3,0
33,33,36,3,0
33,33,36,3,0
33,33,35,2,0
33,35,36,1,2
33,35,36,1,2
33,35,36,1,2
33,33,35,2,0
33,35,36,1,2
33,33,36,3,0
33,33,36,3,0
33,36,37,1,3
33,33,36,3,0
33,33,36,3,0
33,33,36,3,0
33,35,36,1,2
33,36,37,1,3
33,36,37,1,3
33,33,36,3,0
33,33,36,3,0
33,33,36,3,0
33,33,36,3,0
33,36,37,1,3
33,36,37,1,3
33,33,36,3,0
33,33,36,3,0
33,36,37,1,3
33,36,37,1,3
33,35,37,2,2
33,35,37,2,2
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
33,36,37,1,3
38,38,40,2,0
38,38,40,2,0
38,38,39,1,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
38,38,40,2,0
