submit_time,start_time,end_time,run_time,wait_time
29464,29465,29521,56,1
29525,29527,31091,1564,2
34749,34750,34807,57,1
34811,34812,36344,1532,1
41555,41558,41616,58,3
41619,41622,43231,1609,3
43609,43610,43667,57,1
43670,43672,45228,1556,2
49697,49697,49698,1,0
49697,49697,49698,1,0
49697,49697,49698,1,0
49697,49697,49698,1,0
49697,49697,49699,2,0
49697,49697,49699,2,0
49697,49697,49699,2,0
49697,49697,49699,2,0
49697,49697,49699,2,0
49697,49698,49699,1,1
49697,49697,49699,2,0
49697,49697,49699,2,0
49697,49698,49699,1,1
49697,49697,49700,3,0
49697,49697,49700,3,0
49697,49697,49699,2,0
49697,49698,49700,2,1
49697,49697,49700,3,0
49697,49699,49700,1,2
49697,49699,49700,1,2
49697,49698,49700,2,1
49697,49699,49700,1,2
49697,49697,49700,3,0
49697,49697,49700,3,0
49697,49697,49700,3,0
49697,49700,49701,1,3
49697,49700,49701,1,3
49697,49697,49701,4,0
49697,49700,49701,1,3
49697,49700,49701,1,3
49697,49697,49701,4,0
49697,49699,49701,2,2
49697,49699,49701,2,2
49697,49699,49701,2,2
49697,49700,49702,2,3
49697,49699,49702,3,2
49697,49701,49702,1,4
49697,49702,49703,1,5
49697,49700,49703,3,3
49697,49699,49704,5,2
49697,49701,49703,2,4
49697,49701,49703,2,4
49697,49702,49703,1,5
49697,49700,49704,4,3
49697,49703,49704,1,6
49697,49702,49704,2,5
49697,49702,49704,2,5
49697,49701,49704,3,4
49697,49699,49704,5,2
49697,49704,49705,1,7
49697,49702,49705,3,5
49697,49703,49705,2,6
49697,49703,49705,2,6
49697,49703,49706,3,6
49697,49703,49705,2,6
49697,49702,49706,4,5
49697,49705,49706,1,8
49697,49703,49706,3,6
49697,49705,49706,1,8
49697,49705,49707,2,8
49697,49705,49707,2,8
49697,49706,49707,1,9
49697,49703,49707,4,6
49697,49705,49708,3,8
49697,49705,49709,4,8
49697,49707,49708,1,10
49697,49705,49708,3,8
49697,49706,49708,2,9
49697,49706,49709,3,9
49697,49706,49708,2,9
49697,49708,49709,1,11
49697,49705,49709,4,8
49697,49708,49709,1,11
49697,49708,49709,1,11
49697,49708,49709,1,11
49697,49709,49710,1,12
49697,49706,49709,3,9
49697,49706,49709,3,9
49697,49706,49709,3,9
49697,49708,49709,1,11
49697,49709,49710,1,12
49697,49708,49710,2,11
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49709,49710,1,12
49697,49709,49711,2,12
49697,49709,49710,1,12
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49710,49711,1,13
49697,49708,49711,3,11
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49710,49711,1,13
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49711,49712,1,14
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49711,49713,2,14
49697,49711,49712,1,14
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49711,49712,1,14
49697,49711,49713,2,14
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49712,49713,1,15
49697,49713,49714,1,16
49697,49713,49714,1,16
49697,49713,49714,1,16
49697,49713,49714,1,16
49697,49713,49714,1,16
49697,49713,49714,1,16
49697,49712,49714,2,15
49697,49712,49714,2,15
49697,49712,49715,3,15
55136,55137,55195,58,1
55200,55201,56756,1555,1
61508,61510,61566,56,2
61570,61572,63110,1538,2
63732,63733,63790,57,1
63797,63798,65469,1671,1
70268,70269,70325,56,1
70332,70334,71909,1575,2
123781,123782,123856,74,1
124688,124688,124689,1,0
124774,124774,124832,58,0
125189,125190,125193,3,1
125398,125398,125402,4,0
125734,125735,125738,3,1
125775,125775,125779,4,0
125842,125842,125846,4,0
125910,125910,125914,4,0
125969,125969,125973,4,0
126035,126035,126039,4,0
135797,135798,135855,57,1
135859,135861,137428,1567,2
137748,137749,137805,56,1
137810,137811,138708,897,1
140925,140927,140955,28,2
140959,140960,141339,379,1
141372,141374,141403,29,2
141407,141408,141791,383,1
141825,141827,141856,29,2
141860,141862,142242,380,2
142282,142283,142312,29,1
142316,142317,142695,378,1
142737,142739,142766,27,2
142771,142772,143153,381,1
143193,143195,143223,28,2
143227,143228,143607,379,1
143648,143649,143677,28,1
143681,143682,144061,379,1
144100,144102,144131,29,2
144134,144136,144523,387,2
144565,144566,144596,30,1
144600,144601,144979,378,1
145019,145021,145049,28,2
145053,145054,145435,381,1
145478,145479,145509,30,1
145513,145514,145895,381,1
145941,145942,145973,31,1
145977,145979,146358,379,2
146400,146401,146433,32,1
146436,146438,146815,377,2
146859,146860,146891,31,1
146895,146896,147276,380,1
147319,147321,147352,31,2
147356,147357,147736,379,1
147779,147780,147810,30,1
147814,147815,148195,380,1
148244,148245,148276,31,1
148279,148281,148660,379,2
148702,148703,148731,28,1
148735,148737,149117,380,2
149159,149160,149189,29,1
149193,149194,149572,378,1
149616,149617,149648,31,1
149652,149653,150030,377,1
150075,150076,150105,29,1
150109,150110,150488,378,1
150531,150532,150560,28,1
150564,150565,150946,381,1
150989,150991,151021,30,2
151025,151026,151406,380,1
151455,151456,151486,30,1
151490,151491,151871,380,1
151943,151944,151974,30,1
151978,151979,152361,382,1
152412,152413,152440,27,1
152444,152445,152825,380,1
152868,152869,152899,30,1
152903,152904,153286,382,1
153331,153333,153363,30,2
153367,153368,153748,380,1
153798,153800,153829,29,2
153834,153835,154214,379,1
154264,154266,154294,28,2
154299,154301,154677,376,2
154725,154726,154757,31,1
154761,154762,155139,377,1
155191,155192,155224,32,1
155229,155230,155614,384,1
155667,155669,155698,29,2
155702,155703,156083,380,1
156128,156129,156159,30,1
156163,156164,156541,377,1
156601,156603,156631,28,2
156638,156639,157024,385,1
157082,157083,157113,30,1
157117,157118,157496,378,1
157545,157547,157577,30,2
157582,157583,157968,385,1
158015,158016,158048,32,1
158052,158053,158436,383,1
158480,158482,158512,30,2
158516,158518,158896,378,2
158944,158945,158973,28,1
158978,158979,159359,380,1
159407,159409,159439,30,2
159444,159445,159823,378,1
159899,159900,159929,29,1
159933,159934,160318,384,1
160357,160359,160388,29,2
160392,160394,160773,379,2
160818,160819,160848,29,1
160852,160853,161236,383,1
161280,161282,161309,27,2
161313,161314,161697,383,1
161741,161742,161771,29,1
161776,161778,162155,377,2
162202,162204,162233,29,2
162238,162239,162619,380,1
162665,162666,162695,29,1
162702,162704,163081,377,2
163126,163128,163157,29,2
163161,163162,163544,382,1
163591,163593,163623,30,2
163630,163631,164013,382,1
164064,164065,164094,29,1
164099,164101,164481,380,2
164528,164530,164559,29,2
164563,164564,164939,375,1
164988,164989,165020,31,1
165025,165027,165406,379,2
165452,165454,165485,31,2
165489,165490,165975,485,1
166023,166025,166053,28,2
166057,166058,166439,381,1
166485,166487,166521,34,2
166525,166527,166908,381,2
166950,166952,166981,29,2
166986,166987,167366,379,1
167407,167408,167438,30,1
167441,167443,167828,385,2
167867,167869,167896,27,2
167900,167901,168280,379,1
168322,168323,168351,28,1
168355,168357,168735,378,2
168777,168778,168807,29,1
168811,168812,169190,378,1
169232,169233,169262,29,1
169266,169267,169647,380,1
169687,169689,169717,28,2
169721,169722,170099,377,1
170142,170143,170172,29,1
170175,170176,170553,377,1
170595,170596,170627,31,1
170631,170632,171010,378,1
171053,171055,171083,28,2
171087,171088,171470,382,1
171510,171512,171541,29,2
171546,171547,171923,376,1
171966,171967,171997,30,1
172000,172002,172383,381,2
172426,172427,172455,28,1
172459,172460,172835,375,1
172877,172879,172909,30,2
172912,172914,173296,382,2
173338,173340,173368,28,2
173372,173373,173753,380,1
173795,173797,173827,30,2
173830,173832,174213,381,2
174254,174255,174287,32,1
174291,174292,174669,377,1
174712,174714,174743,29,2
174747,174748,175128,380,1
175170,175171,175200,29,1
175204,175206,175590,384,2
175634,175636,175664,28,2
175669,175670,176047,377,1
176091,176093,176122,29,2
176129,176131,176505,374,2
176550,176551,176583,32,1
176587,176589,176976,387,2
177021,177022,177051,29,1
177055,177057,177436,379,2
177480,177481,177510,29,1
177514,177515,177897,382,1
177943,177945,177973,28,2
177977,177978,178361,383,1
178404,178406,178435,29,2
178439,178440,178822,382,1
178867,178868,178896,28,1
178900,178901,179280,379,1
179325,179326,179354,28,1
179359,179360,179741,381,1
179785,179786,179814,28,1
179819,179820,180197,377,1
180241,180243,180271,28,2
180276,180277,180654,377,1
180700,180702,180729,27,2
180733,180734,181113,379,1
181158,181159,181186,27,1
181190,181191,181574,383,1
181618,181619,181649,30,1
181656,181657,182032,375,1
182076,182077,182105,28,1
182109,182110,182488,378,1
182532,182533,182563,30,1
182567,182568,182947,379,1
182990,182992,183020,28,2
183024,183025,183405,380,1
183450,183451,183481,30,1
183485,183486,183863,377,1
183907,183908,183940,32,1
183944,183946,184324,378,2
184369,184370,184402,32,1
184409,184410,184790,380,1
184836,184837,184866,29,1
184870,184871,185253,382,1
185297,185298,185329,31,1
185334,185335,185711,376,1
185754,185756,185784,28,2
185788,185789,186311,522,1
186353,186354,186384,30,1
186387,186389,186769,380,2
186811,186812,186840,28,1
186843,186845,187228,383,2
187269,187271,187301,30,2
187305,187306,187692,386,1
187734,187735,187764,29,1
187767,187769,188149,380,2
188192,188193,188221,28,1
188226,188227,188604,377,1
188647,188648,188677,29,1
188681,188682,189061,379,1
189103,189105,189135,30,2
189138,189140,189520,380,2
189561,189563,189592,29,2
189596,189597,189974,377,1
190018,190019,190047,28,1
190051,190052,190429,377,1
190471,190473,190501,28,2
190505,190506,190886,380,1
190929,190930,190962,32,1
190965,190967,191347,380,2
191391,191392,191421,29,1
191424,191425,191804,379,1
191847,191849,191879,30,2
191883,191884,192262,378,1
192304,192305,192333,28,1
192337,192338,192716,378,1
192759,192760,192789,29,1
192793,192794,193174,380,1
193215,193216,193246,30,1
193249,193251,193633,382,2
193675,193676,193704,28,1
193709,193710,194087,377,1
194131,194132,194161,29,1
194165,194166,194546,380,1
194589,194590,194618,28,1
194622,194624,195004,380,2
195049,195051,195079,28,2
195083,195084,195463,379,1
195505,195507,195538,31,2
195542,195543,195920,377,1
195963,195964,195993,29,1
195997,195998,196377,379,1
196420,196422,196449,27,2
196453,196454,196834,380,1
196877,196878,196908,30,1
196911,196913,197295,382,2
197341,197342,197370,28,1
197373,197375,197755,380,2
197799,197800,197829,29,1
197833,197835,198214,379,2
198257,198259,198287,28,2
198291,198292,198671,379,1
198714,198716,198743,27,2
198747,198749,199125,376,2
199168,199169,199197,28,1
199200,199202,199582,380,2
199625,199627,199654,27,2
199659,199660,200041,381,1
200084,200085,200114,29,1
200118,200119,200497,378,1
200542,200543,200571,28,1
200575,200576,200959,383,1
201002,201003,201032,29,1
201037,201039,201422,383,2
201465,201467,201495,28,2
201499,201500,201883,383,1
201927,201928,201957,29,1
201962,201963,202346,383,1
202390,202392,202421,29,2
202425,202426,202801,375,1
202845,202846,202877,31,1
202881,202882,203264,382,1
203307,203309,203340,31,2
203344,203345,203856,511,1
203898,203900,203929,29,2
203932,203934,204313,379,2
204355,204357,204387,30,2
204390,204392,204771,379,2
204812,204813,204842,29,1
204847,204848,205224,376,1
205266,205267,205297,30,1
205300,205301,205684,383,1
205727,205728,205755,27,1
205759,205761,206140,379,2
206184,206185,206213,28,1
206217,206218,206599,381,1
206641,206643,206671,28,2
206675,206677,207058,381,2
