SubmitTime,StartTime,EndTime,QueuedTime,RunTime,NodesRequested,walltime,bslowdown
282,1395,10865,1113,9470,5,16200,1.11752903907
303,8947,16966,8644,8019,5,16200,2.07793989275
1399,6475,17143,5076,10668,5,16200,1.47581552306
6473,10753,19187,4280,8434,5,16200,1.50746976524
8655,8661,8668,6,7,1,3600,1.3
8776,8782,8897,6,115,1,3600,1.05217391304
8952,10881,18453,1929,7572,5,16200,1.25475435816
9023,9029,9290,6,261,1,3600,1.02298850575
9517,9523,10094,6,571,1,3600,1.01050788091
10610,10616,14222,6,3606,1,3600,1.00166389351
10756,10874,25342,118,14468,5,16200,1.00815593033
10879,11932,24010,1053,12078,5,16200,1.08718330849
10880,12585,20751,1705,8166,5,16200,1.20879255449
11935,17154,25048,5219,7894,5,16200,1.66113503927
12222,12228,12236,6,8,1,1800,1.4
12382,12389,12467,7,78,1,1800,1.08974358974
12581,16978,25624,4397,8646,5,16200,1.50855887115
12600,12606,12725,6,119,1,3600,1.05042016807
12683,12689,12790,6,101,1,1800,1.05940594059
12855,12862,13126,7,264,1,3600,1.02651515152
13246,13252,13636,6,384,1,1800,1.015625
13357,13364,13941,7,577,1,3600,1.01213171577
14258,14264,14271,6,7,1,1800,1.3
14328,14334,14476,6,142,1,3600,1.04225352113
14413,14420,14462,7,42,1,1800,1.16666666667
14607,14613,14890,6,277,1,3600,1.02166064982
14745,14751,14828,6,77,1,1800,1.07792207792
14815,14821,14934,6,113,1,3600,1.05309734513
15048,15054,15334,6,280,1,3600,1.02142857143
15183,15189,15739,6,550,1,3600,1.01090909091
15417,15423,15684,6,261,1,1800,1.02298850575
15622,15629,16126,7,497,1,3600,1.01408450704
16975,18464,29519,1489,11055,5,16200,1.13469018544
17150,19198,33778,2048,14580,5,16200,1.14046639232
17167,17174,103188,7,86014,1,86400,1.0000813821
18463,20762,31597,2299,10835,5,16200,1.21218274112
19201,25059,36001,5858,10942,5,16200,1.53536830561
19836,19843,19922,7,79,1,1800,1.08860759494
20143,20149,20248,6,99,1,1800,1.06060606061
20710,20716,21082,6,366,1,1800,1.01639344262
20758,24021,33162,3263,9141,5,16200,1.35696313314
22176,22182,22221,6,39,1,1800,1.15384615385
22449,22455,22532,6,77,1,1800,1.07792207792
23118,23124,23366,6,242,1,1800,1.02479338843
24026,25353,36547,1327,11194,5,16200,1.11854564946
25061,25635,37288,574,11653,5,16200,1.04925770188
25359,29530,40077,4171,10547,5,16200,1.39546790557
25636,33789,45696,8153,11907,5,16200,1.68472327202
26546,26553,27160,7,607,64,9000,1.01153212521
27252,27259,112822,7,85563,25,86399,1.00008181106
27460,27466,70702,6,43236,20,43199,1.00013877324
28415,28421,28431,6,10,64,1800,1.6
28467,28474,28605,7,131,64,1800,1.0534351145
28719,28725,28937,6,212,64,1800,1.02830188679
29119,29125,29925,6,800,64,9000,1.0075
29314,29320,29325,6,5,2,600,1.1
29386,29392,29395,6,3,4,600,1.0
29530,31608,40094,2078,8486,5,16200,1.24487390997
30132,30138,30145,6,7,64,1800,1.3
30212,30218,30355,6,137,64,1800,1.04379562044
30692,30699,30836,7,137,64,1800,1.05109489051
30840,30848,31077,8,229,64,1800,1.03493449782
31527,31533,31541,6,8,64,1800,1.4
31611,33173,42923,1562,9750,5,16200,1.16020512821
31628,31634,31869,6,235,64,1800,1.02553191489
31681,31880,32029,199,149,64,1800,2.3355704698
32301,32308,39544,7,7236,32,7200,1.0009673853
32422,39552,46781,7130,7229,32,7200,1.98630515977
32435,46815,54036,14380,7221,32,7200,2.99141393159
32441,54051,61286,21610,7235,32,7200,3.98686938493
32448,61292,68524,28844,7232,32,7200,4.98838495575
32452,68530,75760,36078,7230,32,7200,5.99004149378
32456,75767,83002,43311,7235,32,7200,6.98631651693
32461,83009,90233,50548,7224,32,7200,7.99723145072
