SubmitTime,StartTime,EndTime,QueuedTime,RunTime,NodesRequested,walltime,bslowdown
335,392,2049,57,1657,2,9000,1.0343995172
396,407,2061,11,1654,2,9000,1.00665054414
407,420,2073,13,1653,2,9000,1.00786448881
417,440,2114,23,1674,2,9000,1.013739546
438,447,2079,9,1632,2,9000,1.00551470588
449,1036,2719,587,1683,2,9000,1.34878193702
1039,1053,2726,14,1673,2,9000,1.00836820084
1049,1059,2697,10,1638,2,9000,1.00610500611
1060,1097,2726,37,1629,2,9000,1.02271332106
1102,1120,2775,18,1655,2,9000,1.01087613293
1122,1154,2777,32,1623,2,9000,1.01971657425
1154,1161,2789,7,1628,2,9000,1.0042997543
1164,1170,2808,6,1638,2,9000,1.00366300366
1175,1181,2810,6,1629,2,9000,1.00368324125
1186,1191,2813,5,1622,2,9000,1.00308261406
1196,1202,2818,6,1616,2,9000,1.00371287129
1207,1213,2851,6,1638,2,9000,1.00366300366
1218,1224,2873,6,1649,2,9000,1.00363856883
1228,1234,2883,6,1649,2,9000,1.00363856883
1239,1245,2897,6,1652,2,9000,1.00363196126
1250,1256,2893,6,1637,2,9000,1.0036652413
1260,1267,2919,7,1652,2,9000,1.00423728814
1271,1277,2915,6,1638,2,9000,1.00366300366
1282,1288,2923,6,1635,2,9000,1.00366972477
1292,1299,2961,7,1662,2,9000,1.00421179302
1303,1309,2986,6,1677,2,9000,1.00357781753
1314,1320,2966,6,1646,2,9000,1.00364520049
1325,1331,2989,6,1658,2,9000,1.00361881785
1335,1341,2986,6,1645,2,9000,1.00364741641
1346,1352,3003,6,1651,2,9000,1.00363416111
1357,1363,3012,6,1649,2,9000,1.00363856883
1367,1373,2987,6,1614,2,9000,1.00371747212
1378,1384,3051,6,1667,2,9000,1.00359928014
1389,1395,3029,6,1634,2,9000,1.00367197062
1399,1406,3041,7,1635,2,9000,1.00428134557
1410,1416,3054,6,1638,2,9000,1.00366300366
1421,1427,3081,6,1654,2,9000,1.00362756953
1431,1437,3053,6,1616,2,9000,1.00371287129
1442,1448,3099,6,1651,2,9000,1.00363416111
1453,1459,3084,6,1625,2,9000,1.00369230769
1463,1470,3120,7,1650,2,9000,1.00424242424
1474,1480,3134,6,1654,2,9000,1.00362756953
1485,1491,3122,6,1631,2,9000,1.00367872471
1495,1501,3134,6,1633,2,9000,1.00367421923
1506,1512,3140,6,1628,2,9000,1.00368550369
1517,1523,3177,6,1654,2,9000,1.00362756953
1527,1534,3186,7,1652,2,9000,1.00423728814
1538,1544,3199,6,1655,2,9000,1.00362537764
1549,1555,3188,6,1633,2,9000,1.00367421923
1559,1566,3223,7,1657,2,9000,1.00422450211
1570,1576,3193,6,1617,2,9000,1.00371057514
1581,1808,3426,227,1618,2,9000,1.14029666255
1806,1814,3474,8,1660,2,9000,1.00481927711
1817,1823,3475,6,1652,2,9000,1.00363196126
1828,1977,3629,149,1652,2,9000,1.0901937046
1982,2060,3691,78,1631,2,9000,1.04782342121
2064,2073,3721,9,1648,2,9000,1.00546116505
2075,2085,3738,10,1653,2,9000,1.00604960678
2086,2092,3757,6,1665,2,9000,1.0036036036
2096,2126,3774,30,1648,2,9000,1.0182038835
2128,2708,4354,580,1646,2,9000,1.35236938032
2711,2730,4385,19,1655,2,9000,1.01148036254
2732,2738,4387,6,1649,2,9000,1.00363856883
2743,2749,4396,6,1647,2,9000,1.00364298725
2754,2787,4435,33,1648,2,9000,1.02002427184
2785,2794,4470,9,1676,2,9000,1.0053699284
2795,2801,4427,6,1626,2,9000,1.0036900369
2806,2819,4460,13,1641,2,9000,1.00792199878
2817,2827,4487,10,1660,2,9000,1.00602409639
2828,2833,4485,5,1652,2,9000,1.00302663438
2838,2844,4501,6,1657,2,9000,1.00362100181
2849,2862,4465,13,1603,2,9000,1.00810979414
2860,2884,4488,24,1604,2,9000,1.01496259352
2881,2894,4502,13,1608,2,9000,1.00808457711
2891,2904,4502,13,1598,2,9000,1.00813516896
2902,2910,4565,8,1655,2,9000,1.00483383686
2913,2926,4588,13,1662,2,9000,1.00782190132
2923,2932,4599,9,1667,2,9000,1.00539892022
2934,2940,4632,6,1692,2,9000,1.00354609929
2945,2973,4637,28,1664,2,9000,1.01682692308
2976,2982,4639,6,1657,2,9000,1.00362100181
2987,2997,4649,10,1652,2,9000,1.00605326877
2997,3004,4687,7,1683,2,9000,1.00415923945
3008,3014,4636,6,1622,2,9000,1.00369913687
3019,3025,4661,6,1636,2,9000,1.00366748166
3029,3036,4626,7,1590,2,9000,1.00440251572
3040,3046,4691,6,1645,2,9000,1.00364741641
3051,3057,4693,6,1636,2,9000,1.00366748166
3062,3068,4669,6,1601,2,9000,1.00374765771
3072,3078,4682,6,1604,2,9000,1.00374064838
3083,3089,4745,6,1656,2,9000,1.00362318841
3094,3100,4764,6,1664,2,9000,1.00360576923
3104,3110,4752,6,1642,2,9000,1.00365408039
3115,3121,4764,6,1643,2,9000,1.00365185636
3126,3131,4777,5,1646,2,9000,1.00303766707
3136,3142,4770,6,1628,2,9000,1.00368550369
3147,3153,4774,6,1621,2,9000,1.00370141888
3158,3164,4804,6,1640,2,9000,1.00365853659
3168,3175,4806,7,1631,2,9000,1.00429184549
3179,3185,4791,6,1606,2,9000,1.00373599004
3190,3196,4810,6,1614,2,9000,1.00371747212
3200,3207,4789,7,1582,2,9000,1.00442477876
3211,3217,4779,6,1562,2,9000,1.00384122919
3222,3228,4831,6,1603,2,9000,1.00374298191
3233,3239,4839,6,1600,2,9000,1.00375
3296,3302,4910,6,1608,2,9000,1.00373134328
3306,3438,5042,132,1604,2,9000,1.08229426434
3440,3486,5100,46,1614,2,9000,1.02850061958
3492,3498,5148,6,1650,2,9000,1.00363636364
3502,3641,5256,139,1615,2,9000,1.08606811146
3646,3704,5312,58,1608,2,9000,1.03606965174
3708,3732,5352,24,1620,2,9000,1.01481481481
3729,3750,5386,21,1636,2,9000,1.01283618582
3750,3766,5409,16,1643,2,9000,1.00973828363
3771,3785,5379,14,1594,2,9000,1.00878293601
3781,4365,5967,584,1602,2,9000,1.3645443196
4365,4397,5987,32,1590,2,9000,1.02012578616
4396,4403,5988,7,1585,2,9000,1.00441640379
4407,4413,6002,6,1589,2,9000,1.00377595972
