SubmitTime,StartTime,EndTime,QueuedTime,RunTime,NodesRequested,walltime,bslowdown
72,127,4270,55,4143,5,14400,1.0132754043
123,232,4280,109,4048,5,14400,1.02692687747
233,239,1656,6,1417,8,6000,1.00423429781
244,250,1674,6,1424,8,6000,1.00421348315
255,261,1665,6,1404,8,6000,1.00427350427
265,602,2019,337,1417,8,6000,1.23782639379
602,1055,2468,453,1413,8,6000,1.32059447983
1051,1676,3095,625,1419,8,6000,1.44045102185
1673,2486,3908,813,1422,8,6000,1.57172995781
2478,3106,4519,628,1413,8,6000,1.44444444444
3100,3139,4547,39,1408,8,6000,1.02769886364
3131,3727,5124,596,1397,8,6000,1.42662848962
3498,3827,5243,329,1416,8,6000,1.23234463277
3825,3909,5358,84,1449,8,6000,1.05797101449
3907,3919,5331,12,1412,8,6000,1.00849858357
3917,3973,5384,56,1411,8,6000,1.03968816442
3969,3987,5391,18,1404,8,6000,1.01282051282
3979,4281,5698,302,1417,8,6000,1.21312632322
4143,4291,5705,148,1414,8,6000,1.10466760962
4286,4530,5958,244,1428,8,6000,1.17086834734
4520,4558,5977,38,1419,8,6000,1.02677942213
4551,5135,6542,584,1407,8,6000,1.41506751955
5132,5254,6673,122,1419,8,6000,1.08597603946
5245,5342,6763,97,1421,8,6000,1.06826178747
5337,5370,6779,33,1409,8,6000,1.02342086586
5368,5395,6820,27,1425,8,6000,1.01894736842
5389,5402,6810,13,1408,8,6000,1.00923295455
5399,5554,6980,155,1426,8,6000,1.10869565217
5553,5560,6967,7,1407,8,6000,1.00497512438
5563,5710,7123,147,1413,8,6000,1.10403397028
5706,5717,7132,11,1415,8,6000,1.00777385159
5717,5969,7384,252,1415,8,6000,1.17809187279
5972,5988,7406,16,1418,8,6000,1.01128349788
5993,6554,7975,561,1421,8,6000,1.39479239972
6553,6684,8102,131,1418,8,6000,1.09238363893
6686,6774,8200,88,1426,8,6000,1.06171107994
6778,6790,8203,12,1413,8,6000,1.008492569
6789,6821,8243,32,1422,8,6000,1.02250351617
6820,6831,8236,11,1405,8,6000,1.00782918149
6830,6978,8389,148,1411,8,6000,1.10489014883
6983,6992,8415,9,1423,8,6000,1.0063246662
6994,7134,8561,140,1427,8,6000,1.09810791871
7137,7143,8558,6,1415,8,6000,1.00424028269
7148,7395,8814,247,1419,8,6000,1.17406624383
7392,7417,8839,25,1422,8,6000,1.01758087201
7413,7519,8932,106,1413,8,6000,1.07501769285
7516,7541,8950,25,1409,8,6000,1.0177430802
7547,7986,9405,439,1419,8,6000,1.30937279774
7985,8113,9509,128,1396,8,6000,1.09169054441
8117,8211,9708,94,1497,8,6000,1.06279225117
8210,8217,9649,7,1432,8,6000,1.00488826816
8220,8248,9679,28,1431,8,6000,1.01956673655
8251,8257,9690,6,1433,8,6000,1.00418702024
8262,8400,9818,138,1418,8,6000,1.09732016925
8405,8426,9855,21,1429,8,6000,1.01469559132
8426,8569,9969,143,1400,8,6000,1.10214285714
8569,8575,10006,6,1431,8,6000,1.00419287212
8579,8825,10241,246,1416,8,6000,1.17372881356
8673,11925,11931,3252,6,1,3600,325.8
8824,8850,10283,26,1433,8,6000,1.01814375436
8855,8944,10363,89,1419,8,6000,1.06272022551
8948,8961,10385,13,1424,8,6000,1.00912921348
8958,9416,10841,458,1425,8,6000,1.32140350877
9285,11941,551947,2656,540006,4,540000,1.00491846387
9324,32231,572236,22907,540005,8,540000,1.04241997759
9417,9520,10957,103,1437,8,6000,1.07167710508
9519,9660,11081,141,1421,8,6000,1.09922589726
9662,9690,11121,28,1431,8,6000,1.01956673655
9693,9701,11116,8,1415,8,6000,1.00565371025
9704,9719,11154,15,1435,8,6000,1.01045296167
9714,9829,11255,115,1426,8,6000,1.08064516129
9827,9866,11275,39,1409,8,6000,1.02767920511
9868,9980,11406,112,1426,8,6000,1.07854137447
9981,10017,11445,36,1428,8,6000,1.02521008403
10022,10253,11672,231,1419,8,6000,1.16279069767
10256,10294,11741,38,1447,8,6000,1.02626123013
10297,10374,11789,77,1415,8,6000,1.05441696113
10379,10396,11815,17,1419,8,6000,1.01198026779
10400,10853,12272,453,1419,8,6000,1.31923890063
10859,10968,12415,109,1447,8,6000,1.07532826538
10971,11092,12521,121,1429,8,6000,1.08467459762
11094,11128,12561,34,1433,8,6000,1.02372644801
