SubmitTime,StartTime,EndTime,QueuedTime,RunTime,NodesRequested,walltime,bslowdown
547,2673,6162,2126,3489,2,36000,1.60934365148
563,2695,6186,2132,3491,2,36000,1.61071326268
594,2701,6225,2107,3524,2,36000,1.59790011351
676,2826,6342,2150,3516,2,36000,1.61149032992
690,2842,6534,2152,3692,2,36000,1.58288190683
706,2849,6494,2143,3645,2,36000,1.58792866941
815,2869,6295,2054,3426,2,36000,1.59953298307
996,3023,6543,2027,3520,2,36000,1.57585227273
1078,3343,7007,2265,3664,2,36000,1.6181768559
1150,3348,6743,2198,3395,2,36000,1.64742268041
1226,3354,7212,2128,3858,2,36000,1.55158113012
1242,3411,6784,2169,3373,2,36000,1.64304773199
1257,3596,7094,2339,3498,2,36000,1.66866781018
1290,3852,7656,2562,3804,2,36000,1.67350157729
1331,4106,7766,2775,3660,2,36000,1.75819672131
1405,4211,7812,2806,3601,2,36000,1.77922799222
1438,4217,7854,2779,3637,2,36000,1.76409128403
1463,4273,7690,2810,3417,2,36000,1.82235879426
1479,4332,7939,2853,3607,2,36000,1.7909620183
1560,4414,8203,2854,3789,2,36000,1.75323304302
1576,4501,7914,2925,3413,2,36000,1.85701728684
2080,4516,9239,2436,4723,2,36000,1.51577387254
2096,4654,8214,2558,3560,2,36000,1.71853932584
2143,4676,8220,2533,3544,2,36000,1.71472911964
2246,4711,8480,2465,3769,2,36000,1.65401963386
2402,4828,8376,2426,3548,2,36000,1.68376550169
2433,4855,8371,2422,3516,2,36000,1.68885096701
2476,4889,8609,2413,3720,2,36000,1.64865591398
2477,4894,8354,2417,3460,2,36000,1.69855491329
2506,4924,8450,2418,3526,2,36000,1.68576290414
2576,4937,8504,2361,3567,2,36000,1.66190075694
2591,4967,8466,2376,3499,2,36000,1.67905115747
2607,5101,8513,2494,3412,2,36000,1.73094958968
2664,5158,8470,2494,3312,2,36000,1.75301932367
2688,5556,9039,2868,3483,2,36000,1.82342807924
2703,5620,9221,2917,3601,2,36000,1.81005276312
2815,5653,9302,2838,3649,2,36000,1.77774732804
2833,5723,9229,2890,3506,2,36000,1.82430119795
2849,5777,9227,2928,3450,2,36000,1.84869565217
2864,5783,9474,2919,3691,2,36000,1.79084259008
3014,5883,9409,2869,3526,2,36000,1.81366988088
3333,5933,9412,2600,3479,2,36000,1.74734119
3334,5998,9508,2664,3510,2,36000,1.75897435897
3335,6034,9377,2699,3343,2,36000,1.80735865989
3401,6072,9456,2671,3384,2,36000,1.78930260047
3586,6081,9501,2495,3420,2,36000,1.72953216374
3841,6087,9715,2246,3628,2,36000,1.6190738699
4092,6166,9761,2074,3595,2,36000,1.5769123783
4201,6174,9612,1973,3438,2,36000,1.57388016289
4217,6197,9791,1980,3594,2,36000,1.55091819699
4264,6236,9653,1972,3417,2,36000,1.57711442786
4406,6289,9855,1883,3566,2,36000,1.52804262479
4492,6306,9570,1814,3264,2,36000,1.55575980392
4507,6354,9741,1847,3387,2,36000,1.54532034249
4632,6615,20235,1983,13620,2,14400,1.14559471366
4645,6505,10074,1860,3569,2,36000,1.52115438498
4667,6545,9990,1878,3445,2,36000,1.54513788099
4702,6555,9891,1853,3336,2,36000,1.55545563549
4820,6754,10483,1934,3729,2,36000,1.51863770448
4848,6795,10556,1947,3761,2,36000,1.51768146769
4881,7018,10474,2137,3456,2,36000,1.61834490741
4882,7105,10835,2223,3730,2,36000,1.59597855228
4917,7223,11025,2306,3802,2,36000,1.60652288269
4933,7667,11436,2734,3769,2,36000,1.72539135049
4962,7701,11269,2739,3568,2,36000,1.76765695067
5096,7777,11363,2681,3586,2,36000,1.74762967094
5150,7824,11152,2674,3328,2,36000,1.80348557692
5614,7865,11543,2251,3678,2,36000,1.61201740076
5647,7873,11233,2226,3360,2,36000,1.6625
5714,7924,11454,2210,3530,2,36000,1.62606232295
5768,7951,11507,2183,3556,2,36000,1.6138920135
5769,8214,11836,2445,3622,2,36000,1.67504141358
5876,8225,11799,2349,3574,2,36000,1.65724678232
5923,8231,11491,2308,3260,2,36000,1.70797546012
5983,8365,11722,2382,3357,2,36000,1.70956210903
6025,8383,11711,2358,3328,2,36000,1.70853365385
6065,8389,11561,2324,3172,2,36000,1.73266078184
6081,8462,11834,2381,3372,2,36000,1.70610913405
6083,8477,12138,2394,3661,2,36000,1.65391969407
6158,8483,12048,2325,3565,2,36000,1.65217391304
6174,8492,12041,2318,3549,2,36000,1.65314173006
6190,8515,12233,2325,3718,2,36000,1.62533620226
6230,8524,12238,2294,3714,2,36000,1.61766289715
6278,8621,12170,2343,3549,2,36000,1.66018596788
6298,8701,12219,2403,3518,2,36000,1.683058556
6345,8706,12356,2361,3650,2,36000,1.64684931507
6496,9050,12305,2554,3255,2,36000,1.7846390169
6538,9232,12782,2694,3550,2,36000,1.75887323944
6553,9238,12775,2685,3537,2,36000,1.75911789652
6750,9249,12875,2499,3626,2,36000,1.68918918919
6784,9255,12844,2471,3589,2,36000,1.68849261633
7007,9314,12874,2307,3560,2,36000,1.64803370787
