SubmitTime,StartTime,EndTime,QueuedTime,RunTime,NodesRequested,walltime,bslowdown
1425,1431,1433,6,2,1,1800,1.0
2288,25235,66873,22947,41638,1,86400,1.55110716173
2350,25259,48032,22909,22773,1,86400,2.00597198437
2472,25827,53409,23355,27582,1,86400,1.84674787905
2550,28381,56672,25831,28291,1,86400,1.91304655191
2604,28386,42390,25782,14004,1,86400,2.8410454156
5110,5116,5119,6,3,8,7200,1.0
5243,5249,5519,6,270,8,7200,1.02222222222
5348,28370,57112,23022,28742,8,72000,1.80098810104
6063,6069,7679,6,1610,2,7200,1.00372670807
6089,6096,6378,7,282,8,7200,1.02482269504
6169,6175,6868,6,693,2,7200,1.00865800866
6296,6301,6787,5,486,2,7200,1.01028806584
6433,6439,6946,6,507,2,7200,1.01183431953
6548,6554,6909,6,355,16,3600,1.01690140845
7278,7284,7392,6,108,1,3600,1.05555555556
7798,7804,17453,6,9649,2,10800,1.0006218261
7907,7913,9870,6,1957,2,7200,1.00306591722
8497,8503,8504,6,1,2,3540,1.0
8928,8934,9103,6,169,1,3600,1.03550295858
9198,28375,28377,19177,2,2,21600,1917.9
9279,9285,9632,6,347,1,3600,1.01729106628
9993,9999,10862,6,863,1,3600,1.00695249131
11714,11720,11830,6,110,1,3600,1.05454545455
12001,12007,12326,6,319,1,3600,1.01880877743
12812,12818,13420,6,602,1,3600,1.00996677741
12879,12885,13053,6,168,1,3600,1.03571428571
13224,13230,13584,6,354,1,3600,1.01694915254
13937,13943,14798,6,855,1,3600,1.00701754386
15929,15935,16047,6,112,1,3600,1.05357142857
16165,16172,16287,7,115,1,1800,1.06086956522
16231,16237,16548,6,311,1,3600,1.0192926045
16422,16429,16491,7,62,1,1800,1.11290322581
16676,16683,16796,7,113,1,1800,1.06194690265
17034,17040,17658,6,618,1,3600,1.00970873786
18066,18072,18123,6,51,1,1800,1.11764705882
18260,18266,18323,6,57,1,1800,1.10526315789
18537,18543,18652,6,109,1,1800,1.05504587156
20310,20317,20439,7,122,1,1800,1.05737704918
20761,20767,20874,6,107,1,1800,1.05607476636
21563,21569,22123,6,554,1,1800,1.01083032491
24003,24009,24054,6,45,1,1800,1.13333333333
24393,24399,24468,6,69,1,1800,1.08695652174
25482,25488,25772,6,284,1,1800,1.02112676056
28862,28868,50606,6,21738,1,86400,1.00027601435
29041,29047,63921,6,34874,1,86400,1.00017204794
29101,29107,39731,6,10624,1,86400,1.00056475904
29313,29319,61531,6,32212,1,86400,1.00018626599
30680,30686,120695,6,90009,16,90000,1.00006666
30967,30973,139017,6,108044,10,108000,1.00005553293
32399,32405,41325,6,8920,2,14400,1.00067264574
32465,32470,42672,5,10202,64,14400,1.00049009998
32468,42683,52829,10215,10146,64,14400,2.00680070964
32473,52840,63037,20367,10197,64,14400,2.9973521624
32477,60715,66908,28238,6193,64,14400,5.55966413693
